dest,inb train,nb rc
5,0,3
5,0,2
3,0,1
2,0,1
4,1,6
2,1,7
1,1,2
5,1,7
3,2,6
4,2,6
5,2,1
5,2,2
4,3,5
4,3,4
3,3,2
3,3,1
5,4,4
2,4,4
4,4,2
5,4,1
1,5,1
3,5,7
2,5,6
1,5,1
2,6,6
4,6,1
5,6,1
1,6,5
4,7,1
2,7,2
1,7,2
1,7,7
3,8,1
5,8,2
5,8,1
3,8,7
4,9,7
3,9,6
2,9,5
1,9,5
4,10,5
4,10,2
5,10,6
4,10,1
2,11,2
4,11,7
3,11,5
1,11,4
3,12,2
3,12,2
1,12,1
1,12,5
3,13,4
3,13,1
5,13,6
1,13,6
2,14,2
3,14,7
4,14,4
1,14,2
1,15,3
1,15,3
4,15,5
1,15,2
5,16,2
5,16,7
4,16,7
5,16,7
4,17,2
1,17,3
4,17,1
2,17,5
1,18,5
1,18,1
2,18,4
1,18,5
5,19,4
4,19,1
4,19,6
3,19,4
