dest,inb train,nb rc
1,0,1
1,0,2
2,0,1
1,0,1
1,1,4
2,1,4
2,1,3
1,1,2
2,2,4
1,2,1
2,2,2
1,2,1
2,3,2
1,3,1
2,3,2
2,3,2
1,4,3
2,4,1
1,4,5
1,4,3
2,5,3
1,5,4
1,5,2
2,5,4
2,6,2
2,6,3
1,6,5
1,6,3
2,7,3
2,7,3
2,7,3
1,7,1
2,8,3
2,8,2
1,8,2
2,8,4
1,9,1
1,9,3
2,9,4
2,9,2
2,10,4
2,10,1
1,10,2
1,10,1
2,11,3
1,11,5
1,11,5
1,11,2
2,12,5
1,12,5
1,12,5
2,12,2
2,13,1
1,13,2
2,13,3
1,13,5
1,14,1
2,14,5
1,14,4
2,14,4
1,15,3
2,15,5
2,15,3
1,15,3
2,16,2
1,16,3
2,16,3
1,16,5
2,17,5
2,17,5
1,17,1
1,17,1
1,18,4
1,18,5
2,18,4
1,18,4
1,19,3
2,19,1
2,19,3
1,19,3
