dest,inb train,nb rc
4,0,5
2,0,7
1,0,5
3,0,4
1,1,4
3,1,4
4,1,6
2,1,7
2,2,6
4,2,5
1,2,5
2,2,5
5,3,6
4,3,4
5,3,6
2,3,6
4,4,3
2,4,6
1,4,4
4,4,4
3,5,6
5,5,1
4,5,6
3,5,6
5,6,3
5,6,6
4,6,2
5,6,6
5,7,1
2,7,2
4,7,5
4,7,1
3,8,6
4,8,4
3,8,3
1,8,5
4,9,2
1,9,6
4,9,1
2,9,5
4,10,1
1,10,4
3,10,6
3,10,4
5,11,1
1,11,3
1,11,3
5,11,7
1,12,7
5,12,5
4,12,5
2,12,2
2,13,6
1,13,6
3,13,4
5,13,5
3,14,6
1,14,6
4,14,4
5,14,7
1,15,5
3,15,6
1,15,5
5,15,5
2,16,4
3,16,6
1,16,6
2,16,3
4,17,2
4,17,2
1,17,5
4,17,1
4,18,2
3,18,2
3,18,5
4,18,1
4,19,6
5,19,6
2,19,6
1,19,3
