dest,inb train,nb rc
2,0,5
2,0,4
1,0,2
2,0,2
1,1,5
2,1,5
2,1,2
1,1,3
1,2,3
2,2,5
1,2,5
2,2,3
2,3,4
2,3,1
2,3,5
2,3,3
2,4,3
2,4,4
1,4,2
1,4,1
2,5,3
2,5,1
1,5,3
1,5,3
1,6,4
1,6,4
2,6,2
2,6,1
2,7,4
1,7,4
1,7,2
1,7,5
2,8,5
1,8,3
1,8,3
1,8,5
2,9,1
2,9,3
2,9,1
2,9,5
2,10,3
2,10,1
1,10,5
2,10,5
2,11,1
2,11,1
1,11,2
2,11,2
2,12,1
1,12,5
1,12,2
1,12,4
2,13,1
1,13,4
1,13,4
2,13,3
1,14,5
2,14,1
1,14,1
2,14,2
1,15,2
1,15,2
1,15,1
2,15,3
2,16,5
1,16,4
1,16,2
2,16,1
1,17,4
2,17,2
2,17,4
2,17,4
2,18,3
2,18,2
2,18,1
1,18,5
1,19,4
1,19,4
2,19,2
2,19,2
