dest,inb train,nb rc
2,0,2
4,0,1
3,0,1
2,0,2
4,1,5
5,1,3
2,1,3
1,1,5
5,2,1
2,2,3
3,2,3
5,2,3
3,3,4
5,3,4
5,3,2
3,3,1
3,4,2
4,4,5
5,4,4
3,4,2
3,5,4
5,5,5
5,5,3
1,5,1
1,6,1
2,6,4
5,6,3
1,6,5
5,7,3
2,7,5
1,7,5
4,7,3
5,8,3
1,8,2
5,8,2
5,8,1
4,9,5
4,9,1
1,9,4
4,9,4
3,10,3
2,10,4
5,10,4
1,10,5
2,11,5
4,11,2
2,11,4
1,11,5
4,12,5
2,12,5
4,12,4
1,12,5
1,13,3
3,13,4
1,13,2
1,13,4
2,14,2
1,14,1
3,14,3
3,14,4
5,15,2
3,15,3
4,15,4
4,15,1
1,16,1
2,16,3
1,16,5
2,16,4
2,17,3
3,17,3
5,17,1
3,17,4
1,18,4
1,18,3
1,18,3
1,18,2
5,19,1
2,19,2
5,19,3
5,19,3
