dest,inb train,nb rc
1,0,6
2,0,2
2,0,2
1,0,3
1,1,6
1,1,3
2,1,9
2,1,5
2,2,2
2,2,7
1,2,1
2,2,6
1,3,7
2,3,3
2,3,8
2,3,6
2,4,6
2,4,2
1,4,5
1,4,3
2,5,3
2,5,8
2,5,2
2,5,7
1,6,5
2,6,2
2,6,4
2,6,9
1,7,5
2,7,3
2,7,2
2,7,4
1,8,6
1,8,4
2,8,9
2,8,2
1,9,1
2,9,7
1,9,9
2,9,1
2,10,1
1,10,1
1,10,3
1,10,4
2,11,8
2,11,1
2,11,3
1,11,4
2,12,7
2,12,5
1,12,7
1,12,1
2,13,3
2,13,8
2,13,7
2,13,6
1,14,9
1,14,2
2,14,9
1,14,4
2,15,4
1,15,5
1,15,7
1,15,7
1,16,5
1,16,4
1,16,7
2,16,8
1,17,6
1,17,4
1,17,5
1,17,8
2,18,6
2,18,6
2,18,9
1,18,1
1,19,7
2,19,4
2,19,4
1,19,3
