dest,inb train,nb rc
1,0,7
2,0,4
1,0,1
1,0,6
2,1,9
2,1,1
1,1,1
1,1,1
2,2,5
1,2,9
2,2,9
2,2,6
1,3,6
2,3,5
1,3,2
2,3,8
2,4,6
1,4,8
1,4,7
1,4,4
1,5,5
1,5,1
1,5,1
1,5,6
2,6,4
2,6,9
1,6,5
1,6,2
2,7,9
1,7,6
2,7,7
2,7,2
2,8,9
2,8,5
2,8,1
2,8,3
2,9,5
1,9,8
1,9,2
1,9,7
1,10,7
1,10,6
2,10,3
2,10,1
2,11,3
1,11,3
1,11,7
2,11,1
2,12,7
1,12,6
2,12,9
2,12,9
2,13,3
1,13,2
1,13,1
1,13,7
2,14,3
2,14,7
2,14,6
2,14,2
1,15,3
2,15,5
1,15,3
1,15,2
2,16,8
2,16,7
1,16,4
1,16,6
1,17,5
1,17,3
2,17,6
2,17,3
2,18,2
1,18,8
1,18,8
1,18,5
1,19,6
2,19,4
2,19,4
1,19,7
