dest,inb train,nb rc
1,0,1
3,0,1
3,0,4
4,0,2
2,1,3
2,1,6
2,1,4
1,1,6
3,2,3
1,2,8
5,2,8
1,2,2
3,3,6
4,3,5
1,3,3
3,3,2
1,4,8
2,4,2
5,4,2
2,4,4
5,5,3
1,5,2
3,5,5
4,5,8
2,6,4
3,6,8
3,6,8
2,6,6
1,7,6
1,7,7
1,7,7
1,7,2
5,8,4
5,8,2
5,8,3
5,8,1
2,9,4
2,9,2
3,9,4
3,9,3
3,10,4
3,10,8
5,10,2
3,10,6
3,11,9
1,11,8
5,11,1
5,11,4
3,12,8
2,12,9
5,12,8
1,12,4
5,13,1
3,13,8
2,13,9
2,13,7
2,14,3
5,14,4
1,14,4
2,14,3
5,15,3
2,15,4
4,15,9
4,15,9
1,16,3
4,16,4
1,16,8
1,16,4
3,17,4
2,17,8
5,17,5
2,17,1
4,18,9
5,18,2
4,18,8
5,18,2
1,19,6
1,19,2
1,19,3
1,19,4
