dest,inb train,nb rc
5,0,9
3,0,5
5,0,6
4,0,5
3,1,4
3,1,5
5,1,1
5,1,5
1,2,9
3,2,3
2,2,4
2,2,2
5,3,1
1,3,3
1,3,8
5,3,3
3,4,4
3,4,4
2,4,5
3,4,9
3,5,5
1,5,8
1,5,4
3,5,6
5,6,7
1,6,1
3,6,9
2,6,5
5,7,9
4,7,2
2,7,5
4,7,6
4,8,6
3,8,2
1,8,9
1,8,8
1,9,1
5,9,2
2,9,8
5,9,4
4,10,2
1,10,1
5,10,9
1,10,1
4,11,6
2,11,4
5,11,7
4,11,5
3,12,6
1,12,6
2,12,5
2,12,5
5,13,9
5,13,4
1,13,4
1,13,2
3,14,9
3,14,7
5,14,8
2,14,7
3,15,7
4,15,9
1,15,8
5,15,9
4,16,7
1,16,4
3,16,2
2,16,3
3,17,8
3,17,5
5,17,1
1,17,8
5,18,9
3,18,6
4,18,5
3,18,9
2,19,9
4,19,9
3,19,8
1,19,5
