dest,inb train,nb rc
3,0,6
2,0,9
1,0,5
3,0,4
5,1,3
1,1,4
5,1,7
2,1,1
2,2,4
5,2,8
2,2,3
3,2,1
2,3,3
5,3,6
4,3,8
4,3,6
4,4,3
1,4,1
3,4,5
4,4,8
2,5,5
4,5,8
3,5,9
2,5,2
5,6,4
1,6,9
2,6,9
3,6,5
2,7,5
5,7,3
5,7,9
2,7,8
4,8,6
5,8,6
2,8,9
5,8,7
4,9,4
1,9,2
2,9,3
4,9,4
1,10,7
5,10,3
5,10,6
1,10,7
3,11,7
2,11,7
2,11,1
2,11,7
4,12,9
3,12,5
2,12,8
2,12,1
4,13,4
5,13,2
3,13,3
3,13,5
2,14,8
5,14,3
5,14,9
2,14,4
5,15,9
3,15,7
1,15,1
4,15,4
4,16,6
3,16,6
2,16,1
2,16,3
2,17,5
5,17,1
5,17,8
5,17,4
1,18,2
5,18,7
5,18,2
1,18,5
3,19,9
2,19,7
4,19,1
1,19,3
