dest,inb train,nb rc
1,0,2
2,0,5
1,0,1
1,0,4
1,1,2
1,1,3
2,1,1
1,1,3
1,2,3
2,2,4
2,2,1
2,2,3
2,3,1
1,3,2
1,3,3
2,3,5
1,4,4
2,4,3
1,4,5
1,4,2
1,5,3
2,5,3
2,5,1
2,5,1
2,6,3
1,6,2
2,6,3
2,6,3
2,7,3
2,7,2
1,7,4
2,7,3
2,8,4
2,8,1
1,8,4
1,8,5
1,9,2
2,9,3
2,9,5
2,9,2
2,10,5
2,10,1
1,10,4
2,10,4
2,11,1
2,11,3
1,11,2
2,11,4
2,12,3
1,12,1
2,12,4
2,12,3
1,13,1
2,13,3
1,13,2
1,13,1
2,14,4
2,14,1
1,14,5
2,14,3
1,15,1
2,15,3
1,15,1
2,15,1
2,16,1
2,16,4
2,16,5
1,16,3
2,17,4
1,17,2
1,17,3
2,17,2
1,18,3
2,18,5
1,18,2
2,18,4
1,19,1
1,19,4
1,19,5
2,19,3
