dest,inb train,nb rc
3,0,9
4,0,6
4,0,2
1,0,3
1,1,7
1,1,3
2,1,5
1,1,4
3,2,2
3,2,5
4,2,2
3,2,8
5,3,9
2,3,3
2,3,1
2,3,2
4,4,8
5,4,6
3,4,3
5,4,8
1,5,5
1,5,6
3,5,3
5,5,3
1,6,3
2,6,9
1,6,9
1,6,8
4,7,2
2,7,8
3,7,4
4,7,3
4,8,7
4,8,9
2,8,9
3,8,1
4,9,9
4,9,1
1,9,4
5,9,1
2,10,7
4,10,4
3,10,8
2,10,1
5,11,7
1,11,9
2,11,1
4,11,9
2,12,6
4,12,8
5,12,3
5,12,2
4,13,2
5,13,4
1,13,7
3,13,6
5,14,5
3,14,8
5,14,3
2,14,8
3,15,1
2,15,8
4,15,8
1,15,1
4,16,9
4,16,9
5,16,7
4,16,5
4,17,9
5,17,3
2,17,3
1,17,8
4,18,1
4,18,6
2,18,5
4,18,5
1,19,5
2,19,7
5,19,4
2,19,4
