dest,inb train,nb rc
2,0,7
1,0,5
1,0,5
2,0,2
1,1,6
2,1,6
1,1,1
2,1,4
1,2,5
2,2,1
1,2,1
1,2,7
2,3,5
2,3,4
1,3,1
2,3,4
2,4,4
1,4,1
2,4,6
2,4,7
2,5,5
1,5,1
1,5,1
1,5,4
2,6,4
2,6,3
2,6,5
2,6,4
1,7,2
2,7,3
2,7,1
2,7,7
1,8,1
2,8,1
1,8,6
1,8,6
1,9,2
1,9,5
2,9,3
1,9,2
2,10,4
1,10,2
1,10,4
1,10,3
2,11,2
2,11,4
2,11,7
2,11,6
1,12,3
2,12,3
2,12,5
1,12,1
2,13,3
2,13,4
2,13,5
2,13,3
2,14,3
1,14,1
1,14,4
2,14,7
1,15,4
2,15,6
1,15,3
2,15,3
1,16,4
1,16,2
2,16,3
1,16,2
1,17,3
1,17,2
2,17,7
1,17,2
2,18,6
2,18,2
2,18,6
1,18,5
1,19,1
2,19,3
1,19,2
1,19,7
