dest,inb train,nb rc
1,0,5
1,0,3
2,0,5
2,0,3
2,1,2
1,1,2
1,1,1
1,1,2
2,2,5
2,2,3
1,2,1
2,2,1
2,3,1
2,3,5
2,3,2
1,3,5
2,4,5
2,4,4
1,4,4
2,4,2
2,5,5
2,5,2
1,5,1
1,5,1
1,6,3
1,6,2
1,6,5
2,6,4
1,7,2
1,7,3
2,7,1
2,7,5
2,8,2
1,8,2
2,8,5
1,8,2
2,9,3
2,9,5
1,9,4
2,9,4
2,10,4
1,10,1
1,10,4
1,10,5
1,11,3
2,11,1
1,11,4
1,11,3
1,12,5
1,12,3
1,12,2
1,12,4
1,13,4
2,13,1
1,13,5
1,13,4
2,14,5
1,14,3
1,14,1
1,14,2
2,15,2
1,15,2
1,15,2
2,15,2
1,16,3
2,16,2
1,16,2
1,16,1
2,17,3
1,17,5
2,17,4
1,17,2
2,18,1
2,18,2
1,18,4
2,18,2
1,19,1
1,19,1
2,19,4
2,19,2
