dest,inb train,nb rc
4,0,4
1,0,3
1,0,3
4,0,1
4,1,4
4,1,2
1,1,2
3,1,2
5,2,5
5,2,2
1,2,2
5,2,4
2,3,2
1,3,1
1,3,1
3,3,2
3,4,2
3,4,3
1,4,4
2,4,1
4,5,2
1,5,2
4,5,5
5,5,4
4,6,1
3,6,3
2,6,5
2,6,3
2,7,4
3,7,3
4,7,5
5,7,5
4,8,2
5,8,1
2,8,4
3,8,3
3,9,5
1,9,3
4,9,3
4,9,2
1,10,3
3,10,1
5,10,5
1,10,2
1,11,1
3,11,4
4,11,5
2,11,1
4,12,3
1,12,3
3,12,2
4,12,4
2,13,2
1,13,5
5,13,1
1,13,1
4,14,1
2,14,2
1,14,5
1,14,4
2,15,5
2,15,3
4,15,5
5,15,2
1,16,2
4,16,5
4,16,3
1,16,3
5,17,1
2,17,2
2,17,3
5,17,4
2,18,3
1,18,5
1,18,2
1,18,2
1,19,2
2,19,2
5,19,3
3,19,4
