dest,inb train,nb rc
2,0,1
2,0,3
2,0,9
2,0,7
2,1,9
1,1,3
1,1,9
2,1,4
1,2,3
2,2,6
1,2,5
2,2,8
2,3,5
1,3,7
2,3,1
2,3,5
1,4,5
1,4,7
1,4,2
2,4,3
2,5,7
2,5,8
1,5,4
2,5,8
2,6,9
1,6,2
2,6,1
2,6,9
2,7,9
1,7,8
2,7,8
1,7,3
2,8,2
1,8,6
1,8,1
1,8,6
2,9,2
2,9,5
1,9,9
2,9,7
1,10,4
1,10,7
2,10,7
1,10,2
1,11,6
2,11,7
2,11,5
2,11,1
2,12,2
1,12,2
2,12,9
2,12,6
1,13,6
2,13,8
1,13,6
1,13,7
1,14,5
2,14,9
1,14,7
2,14,8
1,15,5
1,15,5
1,15,6
1,15,2
1,16,4
2,16,4
2,16,4
1,16,4
1,17,7
1,17,3
2,17,7
2,17,8
2,18,7
2,18,4
1,18,4
2,18,9
1,19,2
1,19,8
1,19,5
2,19,3
