dest,inb train,nb rc
2,0,2
4,0,4
3,0,1
2,0,1
4,1,4
2,1,2
4,1,1
2,1,3
5,2,4
3,2,3
4,2,2
3,2,1
4,3,1
4,3,4
1,3,5
5,3,4
4,4,3
4,4,3
2,4,1
2,4,5
1,5,3
1,5,5
5,5,3
1,5,2
1,6,3
3,6,1
3,6,4
5,6,4
3,7,3
5,7,4
4,7,4
3,7,3
1,8,2
3,8,1
4,8,5
5,8,5
1,9,3
4,9,1
5,9,5
1,9,5
4,10,2
5,10,4
1,10,5
5,10,4
4,11,3
2,11,1
1,11,3
1,11,2
4,12,2
1,12,2
3,12,3
2,12,2
3,13,2
1,13,4
2,13,2
2,13,4
2,14,5
1,14,4
2,14,3
4,14,5
5,15,5
4,15,1
1,15,2
4,15,3
2,16,4
2,16,1
2,16,4
1,16,3
2,17,5
3,17,5
1,17,1
1,17,3
4,18,4
5,18,3
1,18,2
4,18,1
4,19,1
3,19,3
4,19,5
2,19,2
