dest,inb train,nb rc
4,0,1
1,0,1
2,0,2
1,0,6
4,1,5
2,1,3
3,1,6
5,1,3
4,2,2
2,2,6
3,2,1
2,2,1
4,3,7
4,3,6
2,3,4
2,3,2
2,4,4
3,4,9
2,4,7
1,4,9
3,5,3
1,5,4
2,5,7
4,5,9
1,6,6
4,6,5
1,6,3
4,6,2
1,7,8
5,7,5
3,7,1
4,7,5
3,8,4
4,8,3
2,8,9
1,8,8
1,9,7
2,9,4
5,9,4
2,9,3
2,10,7
1,10,2
2,10,5
1,10,5
3,11,3
4,11,9
4,11,5
3,11,9
4,12,3
2,12,4
2,12,5
1,12,8
3,13,6
2,13,6
3,13,3
2,13,3
4,14,5
3,14,4
5,14,8
5,14,5
2,15,5
5,15,8
4,15,2
4,15,2
5,16,6
4,16,6
5,16,9
1,16,8
1,17,7
5,17,7
4,17,5
3,17,2
1,18,2
3,18,2
3,18,7
1,18,7
4,19,8
1,19,6
3,19,2
2,19,6
