dest,inb train,nb rc
1,0,3
1,0,3
1,0,4
1,0,5
1,1,5
1,1,1
1,1,7
1,1,7
1,2,4
1,2,4
1,2,8
1,2,8
1,3,4
1,3,4
1,3,1
1,3,7
1,4,7
1,4,8
1,4,2
1,4,2
1,5,5
1,5,1
1,5,2
1,5,2
1,6,5
1,6,9
1,6,5
1,6,6
1,7,6
1,7,1
1,7,3
1,7,8
1,8,5
1,8,9
1,8,6
1,8,5
1,9,6
1,9,8
1,9,2
1,9,7
1,10,1
1,10,2
1,10,7
1,10,4
1,11,5
1,11,1
1,11,2
1,11,9
1,12,3
1,12,3
1,12,1
1,12,8
1,13,6
1,13,2
1,13,1
1,13,5
1,14,1
1,14,1
1,14,7
1,14,8
1,15,4
1,15,7
1,15,9
1,15,9
1,16,9
1,16,2
1,16,7
1,16,8
1,17,7
1,17,4
1,17,9
1,17,9
1,18,4
1,18,6
1,18,3
1,18,2
1,19,8
1,19,4
1,19,3
1,19,5
