dest,inb train,nb rc
2,0,2
5,0,3
3,0,5
1,0,5
5,1,1
3,1,2
2,1,3
3,1,2
5,2,2
3,2,1
3,2,4
2,2,2
2,3,5
1,3,5
1,3,2
4,3,1
1,4,4
2,4,5
4,4,4
1,4,3
4,5,4
5,5,1
4,5,3
3,5,2
2,6,3
2,6,3
5,6,1
2,6,1
4,7,3
2,7,4
2,7,1
5,7,5
4,8,2
3,8,5
3,8,4
4,8,5
3,9,1
2,9,1
3,9,4
1,9,1
4,10,4
3,10,3
1,10,1
3,10,4
5,11,2
4,11,5
2,11,4
3,11,4
4,12,4
5,12,5
3,12,2
1,12,2
2,13,4
5,13,3
5,13,5
2,13,4
5,14,5
2,14,5
3,14,1
3,14,3
4,15,1
2,15,2
3,15,1
4,15,1
5,16,3
1,16,2
1,16,2
5,16,2
5,17,3
3,17,5
5,17,1
2,17,1
2,18,4
4,18,3
2,18,4
4,18,3
1,19,2
5,19,2
5,19,2
2,19,1
