dest,inb train,nb rc
1,0,9
5,0,5
3,0,4
1,0,5
5,1,6
3,1,9
4,1,6
3,1,8
2,2,8
4,2,9
5,2,7
1,2,6
3,3,5
2,3,5
1,3,4
1,3,4
3,4,8
3,4,8
5,4,8
3,4,1
2,5,9
4,5,1
1,5,6
3,5,5
3,6,5
3,6,4
5,6,3
4,6,2
3,7,2
1,7,3
4,7,5
1,7,7
4,8,9
2,8,6
1,8,4
5,8,4
4,9,1
3,9,9
4,9,6
2,9,7
2,10,5
2,10,8
1,10,9
3,10,4
4,11,3
3,11,3
1,11,7
3,11,9
4,12,9
1,12,8
3,12,3
2,12,9
5,13,6
3,13,3
1,13,1
5,13,7
5,14,3
2,14,2
2,14,6
5,14,4
3,15,7
1,15,6
3,15,6
2,15,6
1,16,3
5,16,8
5,16,9
1,16,5
2,17,8
4,17,7
4,17,5
2,17,7
3,18,6
4,18,9
4,18,1
2,18,8
5,19,2
2,19,9
2,19,4
2,19,6
