dest,inb train,nb rc
4,0,5
2,0,3
2,0,3
1,0,2
4,1,2
3,1,4
2,1,3
1,1,1
1,2,3
5,2,2
3,2,1
4,2,4
1,3,3
5,3,4
3,3,3
5,3,5
3,4,5
4,4,2
5,4,4
4,4,2
3,5,4
4,5,3
2,5,4
3,5,2
2,6,2
4,6,1
3,6,5
4,6,5
2,7,2
5,7,2
4,7,5
2,7,5
5,8,4
5,8,5
2,8,3
5,8,2
5,9,2
1,9,2
5,9,3
5,9,1
4,10,4
5,10,2
1,10,3
5,10,2
2,11,1
1,11,3
5,11,3
5,11,5
4,12,3
1,12,5
4,12,4
3,12,5
2,13,5
3,13,4
4,13,2
1,13,2
5,14,3
4,14,1
4,14,1
2,14,5
4,15,3
2,15,3
3,15,5
1,15,3
3,16,4
5,16,2
5,16,2
3,16,2
4,17,1
5,17,1
1,17,5
4,17,4
5,18,1
5,18,4
3,18,4
1,18,1
4,19,5
2,19,5
2,19,5
5,19,4
