dest,inb train,nb rc
4,0,3
2,0,5
1,0,5
5,0,3
4,1,5
5,1,3
2,1,5
2,1,1
2,2,4
4,2,1
4,2,2
5,2,3
5,3,3
4,3,4
4,3,4
1,3,4
4,4,2
1,4,4
5,4,3
5,4,4
5,5,2
1,5,1
2,5,4
5,5,5
5,6,1
5,6,2
2,6,2
5,6,1
4,7,5
1,7,3
4,7,4
1,7,4
3,8,5
1,8,3
3,8,4
2,8,4
5,9,2
5,9,1
4,9,4
1,9,4
4,10,3
2,10,5
3,10,4
4,10,2
2,11,2
3,11,2
1,11,1
1,11,3
5,12,1
3,12,3
4,12,5
2,12,4
2,13,4
2,13,1
1,13,1
1,13,5
5,14,5
3,14,1
1,14,2
3,14,5
2,15,3
5,15,4
2,15,2
4,15,1
4,16,5
1,16,1
3,16,1
4,16,1
2,17,3
2,17,3
2,17,4
3,17,4
4,18,1
5,18,2
4,18,5
3,18,4
5,19,3
1,19,2
2,19,4
3,19,3
