dest,inb train,nb rc
1,0,5
2,0,3
2,0,1
1,0,2
2,1,6
2,1,6
1,1,4
1,1,7
2,2,5
2,2,5
2,2,2
2,2,3
1,3,2
1,3,2
1,3,1
1,3,7
1,4,2
2,4,5
1,4,1
2,4,6
1,5,5
2,5,2
1,5,4
2,5,3
1,6,3
2,6,1
2,6,6
1,6,2
1,7,6
1,7,3
1,7,6
1,7,1
2,8,2
1,8,7
1,8,2
2,8,7
2,9,2
1,9,7
1,9,7
1,9,1
2,10,4
2,10,6
2,10,7
2,10,7
1,11,7
2,11,1
2,11,5
1,11,4
1,12,2
1,12,5
1,12,6
2,12,5
2,13,7
2,13,4
1,13,3
1,13,3
2,14,3
1,14,5
2,14,1
1,14,7
1,15,3
1,15,7
2,15,1
2,15,6
1,16,1
2,16,2
1,16,7
1,16,6
2,17,1
2,17,6
1,17,1
2,17,4
1,18,5
2,18,3
2,18,3
1,18,5
2,19,5
2,19,1
1,19,3
1,19,5
