dest,inb train,nb rc
1,0,2
1,0,9
1,0,7
1,0,4
1,1,9
1,1,5
1,1,3
1,1,6
1,2,7
1,2,3
1,2,6
1,2,5
1,3,7
1,3,5
1,3,7
1,3,8
1,4,8
1,4,6
1,4,2
1,4,1
1,5,9
1,5,5
1,5,9
1,5,9
1,6,8
1,6,1
1,6,8
1,6,6
1,7,3
1,7,4
1,7,2
1,7,6
1,8,9
1,8,5
1,8,6
1,8,7
1,9,3
1,9,4
1,9,6
1,9,7
1,10,1
1,10,1
1,10,7
1,10,8
1,11,8
1,11,4
1,11,1
1,11,5
1,12,7
1,12,5
1,12,3
1,12,2
1,13,6
1,13,9
1,13,8
1,13,1
1,14,3
1,14,5
1,14,9
1,14,6
1,15,8
1,15,9
1,15,5
1,15,2
1,16,8
1,16,6
1,16,3
1,16,5
1,17,7
1,17,4
1,17,5
1,17,6
1,18,8
1,18,7
1,18,4
1,18,7
1,19,1
1,19,1
1,19,3
1,19,6
