dest,inb train,nb rc
2,0,7
3,0,5
1,0,3
1,0,4
1,1,1
4,1,2
3,1,7
5,1,5
4,2,1
3,2,6
3,2,4
5,2,6
5,3,1
3,3,5
4,3,7
2,3,4
3,4,3
5,4,2
5,4,5
4,4,4
2,5,5
3,5,6
5,5,4
2,5,5
1,6,3
3,6,1
5,6,1
2,6,5
3,7,2
1,7,7
2,7,7
1,7,2
4,8,5
4,8,6
5,8,6
3,8,7
2,9,5
4,9,2
4,9,2
4,9,5
1,10,4
3,10,6
5,10,3
3,10,1
3,11,7
3,11,4
2,11,4
5,11,6
2,12,2
1,12,3
2,12,4
5,12,6
4,13,7
1,13,6
4,13,2
3,13,5
4,14,4
4,14,7
4,14,6
3,14,4
2,15,7
1,15,2
3,15,6
1,15,1
5,16,2
1,16,6
4,16,4
1,16,5
3,17,4
3,17,2
3,17,6
4,17,7
5,18,5
2,18,6
5,18,7
1,18,6
1,19,3
4,19,3
4,19,5
1,19,3
