dest,inb train,nb rc
1,0,4
5,0,3
4,0,5
3,0,1
2,1,2
3,1,1
5,1,3
4,1,4
4,2,1
3,2,2
5,2,5
4,2,4
4,3,4
3,3,4
3,3,2
4,3,3
1,4,1
4,4,3
1,4,3
2,4,3
3,5,4
2,5,5
5,5,3
3,5,2
4,6,1
4,6,2
3,6,4
5,6,2
2,7,3
5,7,5
3,7,3
5,7,2
1,8,3
1,8,2
2,8,3
5,8,2
1,9,5
4,9,5
4,9,3
3,9,2
1,10,2
2,10,1
2,10,1
1,10,1
1,11,5
1,11,3
4,11,4
1,11,2
5,12,1
1,12,4
4,12,2
1,12,1
4,13,3
3,13,2
1,13,5
5,13,3
5,14,2
2,14,3
5,14,1
2,14,3
5,15,4
4,15,5
2,15,3
2,15,4
1,16,1
3,16,3
1,16,2
5,16,5
2,17,5
5,17,3
3,17,1
2,17,5
3,18,3
2,18,4
4,18,3
5,18,5
2,19,4
5,19,4
4,19,5
2,19,1
