dest,inb train,nb rc
1,0,7
2,0,2
2,0,3
2,0,2
1,1,4
2,1,7
5,1,2
2,1,1
5,2,6
5,2,2
4,2,3
5,2,1
5,3,3
5,3,4
3,3,2
3,3,4
4,4,6
3,4,5
3,4,6
2,4,4
3,5,1
3,5,4
1,5,5
4,5,4
4,6,2
4,6,4
3,6,7
4,6,1
3,7,5
2,7,7
3,7,6
5,7,6
1,8,1
4,8,3
1,8,7
1,8,1
2,9,3
4,9,2
5,9,1
3,9,7
1,10,3
4,10,3
4,10,3
1,10,2
5,11,6
4,11,1
2,11,1
5,11,2
4,12,3
3,12,4
5,12,2
5,12,3
3,13,4
4,13,5
1,13,1
2,13,7
4,14,7
2,14,7
2,14,3
1,14,1
3,15,4
1,15,3
5,15,5
4,15,6
4,16,7
2,16,6
4,16,1
2,16,3
1,17,7
5,17,1
3,17,4
3,17,3
4,18,6
3,18,4
5,18,2
2,18,5
3,19,3
5,19,4
2,19,4
4,19,5
