dest,inb train,nb rc
2,0,6
1,0,1
2,0,5
1,0,4
1,1,5
2,1,6
2,1,5
2,1,6
2,2,6
1,2,4
2,2,6
2,2,3
2,3,7
2,3,1
1,3,7
1,3,5
2,4,4
1,4,7
2,4,1
1,4,5
1,5,7
1,5,6
2,5,5
2,5,4
1,6,4
1,6,5
2,6,6
1,6,1
1,7,2
1,7,4
1,7,2
1,7,3
1,8,1
1,8,7
1,8,6
2,8,5
1,9,6
1,9,7
1,9,1
1,9,3
1,10,1
1,10,2
2,10,3
1,10,2
2,11,7
1,11,4
2,11,6
1,11,7
2,12,3
2,12,1
1,12,1
1,12,5
1,13,3
2,13,5
1,13,3
2,13,2
2,14,1
1,14,1
1,14,4
2,14,1
1,15,5
1,15,1
2,15,7
1,15,5
1,16,3
1,16,2
2,16,1
1,16,6
2,17,1
2,17,1
1,17,2
2,17,2
2,18,5
1,18,3
1,18,6
2,18,3
2,19,3
2,19,7
1,19,1
1,19,4
