dest,inb train,nb rc
2,0,7
2,0,5
1,0,4
1,0,2
1,1,3
2,1,7
1,1,2
2,1,3
1,2,4
2,2,4
1,2,6
2,2,7
1,3,6
1,3,3
2,3,3
1,3,5
1,4,7
2,4,3
2,4,5
2,4,4
1,5,4
2,5,5
1,5,5
1,5,5
2,6,7
1,6,1
1,6,3
1,6,1
2,7,7
1,7,2
1,7,3
2,7,4
2,8,7
1,8,6
1,8,3
2,8,2
1,9,2
1,9,3
2,9,4
1,9,1
1,10,5
1,10,2
1,10,3
1,10,6
1,11,4
2,11,6
1,11,2
2,11,6
1,12,5
2,12,1
2,12,5
1,12,6
1,13,1
2,13,4
2,13,4
1,13,1
1,14,2
2,14,4
1,14,6
1,14,4
1,15,3
1,15,7
1,15,3
2,15,1
1,16,5
2,16,2
2,16,6
2,16,2
1,17,6
1,17,5
2,17,4
2,17,7
2,18,7
2,18,6
1,18,2
1,18,3
2,19,7
1,19,4
2,19,6
2,19,7
