dest,inb train,nb rc
4,0,3
1,0,3
5,0,5
3,0,1
5,1,7
4,1,4
1,1,3
4,1,3
4,2,2
1,2,6
3,2,2
4,2,1
1,3,5
1,3,7
2,3,4
1,3,1
3,4,1
1,4,6
4,4,7
2,4,4
1,5,3
5,5,7
4,5,1
3,5,6
4,6,4
1,6,1
3,6,2
3,6,7
1,7,5
3,7,7
5,7,3
4,7,7
3,8,4
2,8,6
5,8,7
5,8,1
4,9,3
3,9,3
5,9,4
2,9,7
2,10,7
4,10,1
3,10,3
2,10,1
2,11,3
3,11,1
4,11,6
4,11,3
3,12,6
3,12,5
2,12,4
3,12,5
5,13,6
2,13,2
3,13,6
4,13,3
4,14,1
1,14,6
4,14,3
5,14,1
3,15,4
2,15,6
4,15,7
5,15,4
2,16,6
1,16,1
3,16,6
3,16,1
5,17,2
2,17,7
5,17,7
3,17,1
3,18,6
4,18,7
3,18,3
3,18,6
5,19,3
5,19,2
2,19,3
4,19,1
