dest,inb train,nb rc
2,0,1
1,0,4
2,0,6
2,0,1
1,1,4
1,1,5
1,1,1
1,1,2
1,2,4
1,2,2
2,2,7
1,2,7
2,3,5
1,3,6
1,3,6
1,3,1
2,4,6
2,4,5
1,4,5
2,4,7
1,5,3
2,5,6
1,5,2
1,5,3
2,6,2
2,6,5
1,6,3
1,6,4
2,7,7
1,7,7
2,7,4
2,7,3
1,8,5
1,8,1
1,8,7
2,8,6
2,9,1
1,9,1
2,9,3
1,9,4
2,10,6
2,10,3
2,10,6
1,10,3
1,11,2
1,11,1
2,11,3
2,11,7
2,12,4
2,12,4
2,12,7
2,12,4
2,13,5
2,13,5
2,13,3
2,13,5
2,14,3
1,14,1
1,14,6
2,14,4
1,15,6
1,15,6
2,15,5
1,15,6
1,16,6
1,16,2
2,16,1
2,16,5
1,17,5
1,17,4
2,17,4
1,17,7
2,18,5
2,18,2
1,18,4
1,18,3
2,19,2
2,19,4
2,19,7
1,19,4
