dest,inb train,nb rc
4,0,6
3,0,5
3,0,6
1,0,5
4,1,5
5,1,6
1,1,5
5,1,2
2,2,7
1,2,7
1,2,5
3,2,1
2,3,7
4,3,6
3,3,7
3,3,2
1,4,6
2,4,2
2,4,5
5,4,4
3,5,5
1,5,4
1,5,3
3,5,7
4,6,6
2,6,2
1,6,7
4,6,3
1,7,1
5,7,2
3,7,4
4,7,7
1,8,2
3,8,1
4,8,2
2,8,4
2,9,1
3,9,1
5,9,2
4,9,6
5,10,7
3,10,3
1,10,2
3,10,5
4,11,2
2,11,2
1,11,5
4,11,5
5,12,2
4,12,2
3,12,7
1,12,1
4,13,6
2,13,3
4,13,3
2,13,1
3,14,4
1,14,3
3,14,2
4,14,7
4,15,5
4,15,7
3,15,2
5,15,2
5,16,2
1,16,6
2,16,6
1,16,4
1,17,4
4,17,6
2,17,6
5,17,6
3,18,5
3,18,1
4,18,5
2,18,4
2,19,2
2,19,4
5,19,5
4,19,1
