dest,inb train,nb rc
3,0,6
1,0,5
3,0,6
4,0,6
5,1,7
1,1,5
3,1,6
2,1,1
3,2,6
2,2,1
3,2,6
1,2,2
4,3,1
4,3,5
1,3,4
1,3,2
3,4,4
3,4,4
2,4,4
5,4,3
1,5,6
5,5,2
4,5,1
5,5,7
3,6,5
4,6,5
1,6,3
3,6,1
4,7,3
2,7,4
5,7,2
2,7,5
3,8,2
1,8,5
3,8,4
3,8,6
4,9,3
1,9,3
2,9,7
1,9,7
3,10,3
5,10,7
3,10,3
1,10,4
4,11,7
5,11,1
3,11,2
2,11,3
2,12,7
1,12,1
1,12,3
2,12,2
3,13,4
2,13,5
1,13,5
5,13,1
3,14,2
3,14,4
2,14,7
4,14,7
5,15,7
4,15,4
5,15,3
4,15,6
5,16,1
3,16,1
1,16,7
2,16,3
4,17,2
5,17,7
3,17,4
5,17,4
2,18,6
4,18,1
4,18,2
1,18,2
1,19,2
5,19,1
4,19,6
1,19,4
