dest,inb train,nb rc
1,0,4
2,0,2
1,0,3
2,0,4
2,1,3
1,1,6
2,1,6
2,1,5
1,2,6
1,2,5
1,2,1
2,2,2
2,3,3
1,3,7
2,3,5
2,3,2
1,4,3
1,4,1
2,4,4
2,4,2
2,5,5
1,5,7
1,5,7
2,5,1
1,6,3
2,6,4
1,6,5
1,6,6
2,7,6
2,7,5
1,7,7
2,7,5
1,8,6
2,8,1
1,8,4
1,8,5
2,9,7
1,9,6
2,9,1
1,9,6
1,10,7
1,10,5
2,10,1
1,10,7
2,11,2
2,11,2
1,11,1
2,11,6
1,12,1
1,12,2
2,12,2
2,12,6
2,13,3
2,13,2
1,13,2
2,13,1
2,14,6
2,14,1
2,14,7
2,14,4
2,15,3
1,15,5
1,15,3
2,15,5
2,16,2
1,16,1
2,16,4
1,16,5
1,17,2
2,17,5
1,17,4
2,17,4
1,18,4
2,18,4
1,18,3
2,18,7
2,19,6
2,19,2
1,19,6
1,19,1
