dest,inb train,nb rc
2,0,1
2,0,1
2,0,6
2,0,4
2,1,5
1,1,4
1,1,1
2,1,5
2,2,3
2,2,4
1,2,5
2,2,1
2,3,1
1,3,4
2,3,7
2,3,7
2,4,1
1,4,6
1,4,4
1,4,2
1,5,2
2,5,4
2,5,2
1,5,3
2,6,7
1,6,4
1,6,3
2,6,2
1,7,6
1,7,2
2,7,1
2,7,4
1,8,4
2,8,5
2,8,7
1,8,5
2,9,5
2,9,3
2,9,4
2,9,2
2,10,1
2,10,2
2,10,3
1,10,7
1,11,5
1,11,5
1,11,5
1,11,3
1,12,7
1,12,2
1,12,6
2,12,1
2,13,4
2,13,7
1,13,1
2,13,3
1,14,4
1,14,6
1,14,4
2,14,7
2,15,7
1,15,7
2,15,6
2,15,2
2,16,1
1,16,3
2,16,4
2,16,5
2,17,5
2,17,3
2,17,5
2,17,4
1,18,7
1,18,3
1,18,1
2,18,7
2,19,5
1,19,3
2,19,6
2,19,7
