dest,inb train,nb rc
1,0,2
4,0,1
1,0,3
2,0,7
4,1,2
1,1,3
4,1,6
3,1,2
2,2,6
1,2,3
2,2,7
5,2,3
2,3,4
3,3,5
4,3,1
4,3,2
5,4,3
4,4,1
4,4,2
5,4,1
5,5,1
1,5,2
2,5,1
2,5,1
1,6,2
5,6,1
1,6,6
5,6,3
2,7,3
5,7,7
1,7,4
4,7,7
5,8,4
5,8,6
3,8,1
1,8,2
4,9,2
2,9,4
4,9,5
1,9,4
5,10,2
2,10,2
1,10,7
2,10,5
1,11,5
1,11,3
2,11,3
2,11,2
2,12,4
2,12,4
2,12,5
4,12,4
3,13,3
5,13,2
2,13,3
4,13,5
4,14,3
5,14,7
2,14,2
5,14,2
4,15,4
2,15,6
2,15,3
4,15,5
5,16,6
3,16,3
3,16,2
4,16,1
5,17,4
5,17,7
4,17,7
5,17,5
5,18,6
5,18,6
5,18,7
5,18,4
5,19,6
1,19,4
3,19,7
5,19,3
