dest,inb train,nb rc
1,0,3
1,0,5
1,0,2
1,0,5
1,1,1
2,1,7
1,1,7
2,1,3
1,2,4
2,2,2
1,2,1
2,2,7
1,3,2
1,3,6
2,3,1
2,3,1
1,4,2
1,4,5
1,4,5
2,4,5
2,5,5
1,5,2
1,5,6
2,5,4
1,6,6
2,6,3
1,6,3
1,6,7
1,7,4
1,7,6
2,7,1
2,7,2
1,8,3
2,8,5
2,8,4
1,8,6
1,9,7
1,9,2
1,9,6
1,9,5
1,10,2
2,10,4
2,10,1
2,10,1
1,11,7
2,11,2
1,11,3
2,11,7
2,12,1
1,12,1
2,12,2
1,12,1
1,13,7
2,13,4
1,13,2
1,13,1
2,14,1
1,14,2
1,14,2
2,14,7
1,15,5
1,15,5
2,15,2
1,15,1
1,16,4
1,16,1
2,16,6
2,16,3
2,17,1
1,17,7
1,17,1
1,17,3
2,18,3
2,18,7
2,18,2
2,18,1
1,19,5
1,19,6
2,19,1
1,19,3
