dest,inb train,nb rc
2,0,5
2,0,1
1,0,2
2,0,6
1,1,1
2,1,3
2,1,1
2,1,4
1,2,5
2,2,3
1,2,7
2,2,5
1,3,6
2,3,4
2,3,6
1,3,4
2,4,3
1,4,7
1,4,6
1,4,5
2,5,4
2,5,3
2,5,1
2,5,4
2,6,1
1,6,1
1,6,7
1,6,1
1,7,7
2,7,6
2,7,4
2,7,7
1,8,7
1,8,4
1,8,4
1,8,6
1,9,3
2,9,3
2,9,4
1,9,3
2,10,7
2,10,3
1,10,4
1,10,1
2,11,4
2,11,7
1,11,7
2,11,3
1,12,2
1,12,1
1,12,7
2,12,3
2,13,3
1,13,3
1,13,2
2,13,1
1,14,1
1,14,6
2,14,1
2,14,4
1,15,7
2,15,4
1,15,3
1,15,5
1,16,5
2,16,3
1,16,7
2,16,2
2,17,2
1,17,5
1,17,1
1,17,4
2,18,4
2,18,7
2,18,2
1,18,6
1,19,5
1,19,1
2,19,2
2,19,3
