dest,inb train,nb rc
4,0,7
3,0,1
3,0,4
2,0,7
2,1,1
4,1,6
4,1,1
1,1,1
1,2,3
4,2,6
2,2,5
1,2,2
5,3,2
2,3,6
4,3,3
4,3,2
5,4,2
3,4,5
5,4,5
4,4,3
5,5,6
2,5,3
5,5,4
5,5,4
4,6,3
3,6,2
1,6,2
1,6,6
5,7,2
2,7,5
3,7,6
2,7,2
3,8,3
4,8,7
2,8,1
2,8,7
2,9,6
3,9,7
5,9,1
5,9,6
2,10,3
2,10,5
2,10,6
5,10,4
2,11,5
4,11,1
4,11,1
5,11,2
4,12,3
5,12,3
5,12,4
1,12,3
4,13,7
4,13,7
3,13,3
5,13,3
2,14,1
1,14,4
5,14,1
1,14,5
1,15,4
2,15,2
4,15,1
3,15,4
2,16,6
3,16,6
5,16,2
4,16,2
3,17,4
1,17,4
1,17,1
4,17,6
3,18,3
5,18,4
3,18,6
1,18,2
3,19,7
5,19,4
5,19,7
5,19,5
