dest,inb train,nb rc
1,0,5
2,0,4
2,0,7
2,0,5
1,1,3
2,1,6
2,1,7
1,1,7
1,2,4
1,2,5
1,2,2
2,2,1
2,3,4
2,3,6
1,3,4
1,3,1
1,4,4
2,4,6
2,4,2
1,4,1
1,5,1
2,5,3
2,5,1
2,5,5
1,6,6
1,6,5
2,6,1
1,6,7
1,7,5
1,7,6
1,7,6
1,7,6
2,8,3
2,8,1
2,8,6
2,8,3
2,9,3
2,9,5
2,9,6
1,9,1
2,10,2
1,10,7
1,10,2
1,10,2
1,11,1
2,11,6
1,11,6
2,11,7
2,12,7
2,12,5
1,12,7
1,12,7
1,13,5
1,13,1
2,13,3
2,13,5
1,14,4
2,14,5
1,14,3
2,14,7
1,15,1
2,15,1
1,15,7
2,15,3
1,16,7
2,16,4
1,16,1
2,16,4
1,17,4
2,17,3
2,17,4
1,17,2
2,18,6
2,18,4
2,18,5
1,18,3
2,19,5
2,19,7
1,19,4
1,19,1
