dest,inb train,nb rc
1,0,4
2,0,1
1,0,1
2,0,1
2,1,5
1,1,6
2,1,4
2,1,2
1,2,3
2,2,7
1,2,7
2,2,5
2,3,4
1,3,5
1,3,5
2,3,1
2,4,5
2,4,5
1,4,6
2,4,5
2,5,7
1,5,3
1,5,5
1,5,2
1,6,7
1,6,2
2,6,4
1,6,7
2,7,3
2,7,3
2,7,2
2,7,6
1,8,2
2,8,5
2,8,4
2,8,5
2,9,2
2,9,6
1,9,7
2,9,6
2,10,5
1,10,5
2,10,1
1,10,2
1,11,3
1,11,4
2,11,6
2,11,3
2,12,7
1,12,7
1,12,6
1,12,5
1,13,7
1,13,3
2,13,6
1,13,5
2,14,2
1,14,1
1,14,3
2,14,1
1,15,6
2,15,1
2,15,2
1,15,5
1,16,1
2,16,7
2,16,3
2,16,7
2,17,5
1,17,2
1,17,6
2,17,6
1,18,1
2,18,1
2,18,4
2,18,1
2,19,3
2,19,6
2,19,6
2,19,6
