dest,inb train,nb rc
4,0,1
4,0,1
5,0,3
2,0,5
2,1,6
2,1,7
5,1,3
5,1,3
3,2,3
2,2,2
2,2,7
4,2,7
4,3,4
4,3,2
5,3,6
1,3,4
3,4,5
2,4,6
2,4,1
3,4,5
3,5,7
5,5,7
5,5,6
3,5,2
2,6,6
1,6,1
1,6,4
4,6,3
2,7,7
5,7,5
5,7,2
4,7,7
5,8,2
5,8,4
3,8,3
4,8,3
5,9,2
4,9,6
2,9,7
5,9,6
3,10,1
3,10,4
2,10,7
5,10,2
2,11,2
3,11,2
3,11,5
3,11,3
5,12,5
3,12,4
1,12,7
2,12,7
5,13,2
2,13,6
5,13,6
3,13,7
1,14,1
2,14,3
5,14,2
4,14,3
1,15,6
2,15,5
2,15,2
1,15,7
2,16,6
5,16,3
2,16,4
5,16,5
1,17,2
5,17,3
1,17,1
1,17,1
4,18,2
3,18,2
5,18,4
3,18,4
5,19,1
2,19,2
2,19,2
1,19,6
