dest,inb train,nb rc
2,0,1
2,0,4
2,0,5
1,0,7
2,1,7
1,1,1
1,1,4
2,1,7
2,2,1
2,2,1
2,2,3
1,2,2
2,3,1
1,3,2
2,3,7
2,3,6
2,4,4
2,4,5
2,4,7
2,4,2
1,5,4
2,5,7
1,5,1
2,5,6
1,6,5
2,6,3
2,6,6
2,6,3
1,7,3
2,7,4
2,7,2
2,7,1
1,8,7
2,8,7
2,8,6
1,8,4
1,9,1
1,9,3
2,9,3
1,9,5
2,10,7
2,10,3
2,10,6
1,10,3
2,11,1
2,11,7
1,11,1
2,11,3
2,12,7
2,12,5
1,12,1
1,12,5
2,13,3
2,13,1
1,13,6
2,13,4
2,14,5
1,14,1
1,14,5
1,14,5
2,15,6
2,15,5
1,15,6
2,15,7
2,16,2
1,16,1
1,16,4
1,16,3
1,17,7
1,17,5
2,17,2
2,17,5
2,18,6
1,18,4
1,18,2
1,18,7
2,19,4
2,19,3
2,19,7
1,19,2
