dest,inb train,nb rc
3,0,7
2,0,5
4,0,1
1,0,3
4,1,4
2,1,5
5,1,7
3,1,3
5,2,1
1,2,6
5,2,4
3,2,2
4,3,5
1,3,4
4,3,4
1,3,1
5,4,3
5,4,2
3,4,1
3,4,2
2,5,1
3,5,5
1,5,1
1,5,7
3,6,7
2,6,3
5,6,1
1,6,5
3,7,6
1,7,1
3,7,4
3,7,5
3,8,1
2,8,2
5,8,4
3,8,6
1,9,7
5,9,2
3,9,3
4,9,5
3,10,3
1,10,6
1,10,3
1,10,7
3,11,4
4,11,3
5,11,1
4,11,3
4,12,6
2,12,6
1,12,1
5,12,3
5,13,5
1,13,4
3,13,2
3,13,5
5,14,3
2,14,7
2,14,2
5,14,3
1,15,3
2,15,2
3,15,2
1,15,6
2,16,6
1,16,5
2,16,7
4,16,4
2,17,6
2,17,6
4,17,7
3,17,4
5,18,7
4,18,2
5,18,1
4,18,4
4,19,6
4,19,4
3,19,1
3,19,6
