dest,inb train,nb rc
3,0,3
1,0,4
3,0,6
2,0,3
3,1,7
1,1,5
5,1,5
5,1,2
5,2,6
3,2,6
1,2,4
4,2,7
4,3,5
5,3,6
1,3,4
4,3,5
2,4,5
3,4,1
3,4,7
4,4,2
5,5,7
4,5,4
5,5,7
3,5,1
4,6,6
2,6,3
4,6,3
3,6,2
2,7,1
3,7,5
4,7,1
3,7,1
2,8,1
5,8,2
4,8,6
1,8,3
4,9,3
1,9,3
5,9,3
5,9,2
2,10,4
2,10,5
4,10,5
3,10,3
1,11,7
4,11,6
5,11,4
1,11,4
3,12,3
4,12,5
3,12,6
5,12,6
4,13,4
2,13,3
5,13,4
5,13,1
4,14,4
5,14,4
5,14,2
2,14,2
2,15,3
3,15,4
2,15,2
2,15,1
3,16,3
1,16,7
4,16,1
5,16,2
3,17,2
1,17,1
5,17,5
3,17,3
5,18,6
5,18,4
2,18,5
5,18,6
5,19,6
3,19,7
2,19,4
5,19,3
