dest,inb train,nb rc
2,0,1
1,0,7
1,0,7
2,0,1
2,1,6
2,1,1
1,1,6
2,1,4
2,2,7
1,2,2
2,2,4
2,2,5
1,3,7
2,3,2
1,3,4
1,3,3
2,4,4
2,4,1
1,4,1
1,4,3
1,5,3
1,5,6
1,5,2
1,5,1
2,6,7
2,6,5
2,6,7
1,6,5
2,7,3
1,7,4
2,7,6
2,7,4
1,8,5
2,8,6
1,8,7
2,8,5
1,9,3
1,9,7
1,9,6
1,9,2
1,10,3
1,10,6
2,10,4
1,10,3
2,11,5
1,11,6
2,11,3
1,11,3
1,12,1
2,12,1
2,12,4
2,12,7
2,13,3
2,13,7
1,13,2
2,13,7
1,14,2
1,14,5
1,14,7
1,14,3
2,15,4
1,15,7
2,15,7
2,15,7
2,16,6
2,16,3
1,16,2
2,16,2
1,17,5
2,17,2
1,17,2
1,17,1
2,18,7
2,18,3
1,18,3
2,18,1
2,19,7
2,19,1
1,19,5
2,19,7
