dest,inb train,nb rc
1,0,5
2,0,3
1,0,6
1,0,1
2,1,2
2,1,7
2,1,1
1,1,1
2,2,5
1,2,7
1,2,3
2,2,1
2,3,6
2,3,1
1,3,2
2,3,1
2,4,5
2,4,3
2,4,5
1,4,5
1,5,1
2,5,4
1,5,4
1,5,4
1,6,4
2,6,6
1,6,3
1,6,2
1,7,2
1,7,1
1,7,3
1,7,3
1,8,3
2,8,6
1,8,1
1,8,3
1,9,6
1,9,1
2,9,7
1,9,5
1,10,7
1,10,6
1,10,2
2,10,7
2,11,5
1,11,1
1,11,6
1,11,7
1,12,6
1,12,6
2,12,5
2,12,7
2,13,4
1,13,1
2,13,4
1,13,1
2,14,1
2,14,6
2,14,1
2,14,4
2,15,1
2,15,5
1,15,7
2,15,5
2,16,2
1,16,1
1,16,4
1,16,6
1,17,5
1,17,1
1,17,5
2,17,5
2,18,2
2,18,6
2,18,4
1,18,3
2,19,1
2,19,2
2,19,4
1,19,3
