dest,inb train,nb rc
4,0,4
3,0,3
3,0,5
3,0,1
5,1,1
5,1,4
1,1,2
2,1,1
1,2,5
3,2,6
5,2,4
1,2,7
4,3,2
4,3,1
3,3,5
3,3,5
4,4,7
2,4,7
3,4,5
3,4,1
2,5,6
5,5,7
3,5,6
2,5,2
5,6,5
3,6,1
2,6,1
2,6,2
5,7,4
3,7,6
2,7,2
1,7,6
5,8,5
4,8,7
1,8,7
3,8,1
4,9,5
5,9,6
3,9,4
4,9,4
1,10,4
5,10,1
2,10,2
5,10,7
3,11,4
4,11,5
5,11,6
1,11,5
1,12,6
5,12,1
5,12,2
5,12,2
1,13,2
3,13,4
2,13,6
4,13,2
1,14,3
5,14,3
3,14,6
3,14,5
3,15,2
2,15,5
5,15,7
2,15,5
4,16,6
5,16,4
2,16,7
4,16,7
4,17,1
1,17,4
1,17,6
5,17,6
3,18,2
2,18,1
4,18,4
4,18,1
5,19,6
3,19,7
4,19,7
4,19,3
