dest,inb train,nb rc
3,0,4
1,0,7
5,0,3
1,0,5
1,1,1
2,1,2
4,1,3
3,1,1
5,2,4
2,2,2
3,2,7
3,2,7
1,3,2
1,3,7
2,3,7
4,3,5
3,4,4
5,4,5
1,4,3
3,4,5
5,5,4
3,5,3
3,5,3
2,5,7
1,6,7
3,6,7
4,6,7
5,6,6
4,7,7
3,7,4
4,7,6
5,7,6
2,8,3
1,8,1
1,8,4
3,8,1
1,9,4
5,9,1
2,9,3
2,9,1
5,10,1
3,10,1
5,10,3
3,10,5
3,11,3
4,11,7
3,11,4
2,11,3
5,12,5
5,12,7
3,12,1
1,12,7
3,13,4
4,13,5
3,13,1
1,13,4
5,14,6
4,14,4
4,14,5
2,14,2
2,15,2
4,15,1
4,15,7
2,15,7
4,16,1
2,16,4
3,16,4
2,16,5
1,17,2
2,17,6
5,17,7
5,17,3
4,18,7
3,18,7
4,18,7
4,18,4
1,19,6
1,19,5
3,19,7
1,19,7
