dest,inb train,nb rc
1,0,1
1,0,2
2,0,5
1,0,1
1,1,6
1,1,6
2,1,7
1,1,7
1,2,6
2,2,5
1,2,3
2,2,4
2,3,3
1,3,5
2,3,5
1,3,4
1,4,6
1,4,2
1,4,3
2,4,7
1,5,7
1,5,5
2,5,4
1,5,6
1,6,7
2,6,2
2,6,7
2,6,2
2,7,7
1,7,1
1,7,4
2,7,5
1,8,5
2,8,6
2,8,7
2,8,3
2,9,4
1,9,5
1,9,6
1,9,7
1,10,7
1,10,6
1,10,5
2,10,7
1,11,7
1,11,3
1,11,1
1,11,3
1,12,1
2,12,2
2,12,1
1,12,2
1,13,2
1,13,7
2,13,3
1,13,2
1,14,1
2,14,4
1,14,2
1,14,6
2,15,2
1,15,2
2,15,1
2,15,4
2,16,6
1,16,4
2,16,7
1,16,5
1,17,7
1,17,2
2,17,2
2,17,7
2,18,6
1,18,7
1,18,7
1,18,6
2,19,1
1,19,1
1,19,2
2,19,7
