dest,inb train,nb rc
2,0,1
1,0,1
2,0,1
1,0,3
1,1,5
2,1,7
2,1,5
1,1,7
1,2,7
2,2,1
2,2,2
1,2,2
2,3,1
2,3,6
2,3,6
1,3,7
1,4,1
1,4,1
2,4,6
1,4,7
2,5,4
1,5,5
1,5,7
2,5,7
1,6,6
1,6,7
2,6,1
2,6,2
1,7,1
1,7,5
2,7,3
1,7,1
2,8,2
1,8,7
1,8,3
2,8,2
1,9,7
2,9,1
2,9,5
1,9,1
1,10,6
1,10,6
2,10,7
1,10,5
2,11,7
2,11,6
2,11,4
2,11,1
2,12,7
2,12,1
2,12,1
2,12,5
2,13,6
1,13,1
1,13,7
1,13,1
2,14,7
1,14,2
1,14,4
2,14,5
2,15,4
1,15,2
2,15,4
1,15,5
2,16,2
2,16,4
2,16,2
1,16,3
2,17,4
1,17,7
1,17,2
1,17,4
2,18,6
1,18,5
2,18,3
2,18,7
2,19,4
1,19,6
2,19,2
2,19,2
