dest,inb train,nb rc
2,0,5
1,0,3
1,0,5
2,0,4
2,1,4
1,1,7
1,1,7
1,1,6
1,2,7
1,2,4
2,2,6
2,2,2
2,3,3
1,3,4
2,3,3
1,3,3
1,4,6
1,4,5
2,4,5
1,4,3
2,5,2
2,5,3
2,5,6
1,5,6
2,6,2
1,6,6
2,6,2
2,6,7
1,7,7
1,7,6
1,7,3
2,7,2
2,8,1
2,8,2
2,8,1
1,8,3
2,9,3
1,9,4
2,9,2
2,9,6
2,10,4
1,10,2
1,10,3
2,10,5
1,11,4
1,11,5
2,11,7
1,11,5
2,12,2
1,12,4
2,12,7
1,12,4
1,13,1
2,13,4
1,13,3
1,13,7
1,14,6
1,14,7
1,14,1
2,14,6
1,15,6
2,15,4
1,15,6
2,15,4
1,16,5
2,16,4
2,16,3
1,16,5
1,17,2
2,17,4
2,17,7
2,17,3
2,18,6
1,18,7
1,18,4
1,18,4
1,19,3
1,19,4
2,19,7
1,19,7
