dest,inb train,nb rc
2,0,1
2,0,6
2,0,6
2,0,6
2,1,2
2,1,5
2,1,3
1,1,5
1,2,3
2,2,5
2,2,1
1,2,5
1,3,2
1,3,7
1,3,2
1,3,7
1,4,5
1,4,2
1,4,7
2,4,6
1,5,2
2,5,5
2,5,4
2,5,2
2,6,3
2,6,6
1,6,7
2,6,6
2,7,3
1,7,6
2,7,6
1,7,1
1,8,2
2,8,7
1,8,6
1,8,5
1,9,6
1,9,7
2,9,2
1,9,4
1,10,1
2,10,1
2,10,2
2,10,2
2,11,4
1,11,2
1,11,7
2,11,4
2,12,6
2,12,1
1,12,7
1,12,2
2,13,1
2,13,4
1,13,2
1,13,4
1,14,1
2,14,1
1,14,7
2,14,3
1,15,7
2,15,5
1,15,3
2,15,4
1,16,5
1,16,5
1,16,3
2,16,3
1,17,5
1,17,4
2,17,5
2,17,2
2,18,3
2,18,7
2,18,2
2,18,2
2,19,3
1,19,2
1,19,3
2,19,4
