dest,inb train,nb rc
2,0,5
2,0,5
2,0,5
2,0,6
1,1,5
1,1,1
1,1,3
2,1,2
2,2,1
1,2,5
2,2,5
1,2,6
2,3,6
1,3,7
2,3,5
2,3,1
2,4,1
2,4,7
2,4,3
1,4,7
2,5,7
2,5,5
2,5,2
1,5,1
2,6,6
1,6,2
1,6,3
1,6,1
2,7,3
1,7,2
1,7,6
1,7,7
2,8,1
2,8,3
2,8,1
1,8,2
1,9,1
2,9,1
2,9,1
1,9,2
1,10,6
1,10,2
1,10,5
1,10,4
2,11,3
1,11,6
1,11,4
1,11,5
2,12,6
2,12,7
2,12,6
2,12,3
2,13,7
1,13,3
2,13,2
2,13,7
2,14,7
2,14,7
1,14,6
2,14,7
1,15,5
1,15,5
2,15,7
2,15,1
1,16,5
2,16,5
1,16,2
2,16,3
1,17,6
1,17,2
2,17,7
2,17,7
2,18,2
2,18,4
1,18,6
1,18,7
1,19,3
1,19,1
1,19,6
2,19,1
