dest,inb train,nb rc
1,0,3
4,0,5
4,0,2
1,0,7
5,1,7
2,1,2
2,1,6
4,1,1
2,2,4
5,2,1
1,2,4
5,2,6
5,3,4
5,3,3
3,3,5
5,3,6
2,4,5
5,4,6
2,4,2
4,4,7
3,5,1
4,5,7
1,5,5
5,5,5
1,6,2
4,6,2
1,6,1
5,6,7
5,7,3
5,7,6
5,7,4
2,7,2
4,8,5
2,8,4
1,8,5
2,8,5
3,9,4
4,9,3
3,9,1
5,9,1
4,10,4
5,10,6
4,10,6
2,10,6
4,11,4
1,11,2
3,11,4
1,11,5
4,12,3
4,12,2
1,12,6
1,12,5
5,13,6
2,13,1
1,13,5
4,13,1
1,14,7
4,14,7
4,14,3
3,14,2
3,15,3
3,15,3
2,15,4
1,15,3
4,16,6
4,16,3
5,16,7
4,16,6
5,17,6
2,17,6
4,17,5
3,17,6
1,18,7
5,18,4
2,18,4
3,18,7
3,19,5
4,19,4
5,19,7
4,19,4
