dest,inb train,nb rc
2,0,4
2,0,3
1,0,5
1,0,6
2,1,4
1,1,4
2,1,2
2,1,1
1,2,7
1,2,6
2,2,3
1,2,6
2,3,3
2,3,2
2,3,1
1,3,4
2,4,6
2,4,3
2,4,5
1,4,6
2,5,1
2,5,2
1,5,4
2,5,1
2,6,4
1,6,7
1,6,4
1,6,5
1,7,7
1,7,2
2,7,1
2,7,3
2,8,3
1,8,4
2,8,7
1,8,1
1,9,3
2,9,4
2,9,3
1,9,2
2,10,5
1,10,1
1,10,6
2,10,1
1,11,6
1,11,6
1,11,7
2,11,1
1,12,5
1,12,1
2,12,3
2,12,4
2,13,1
2,13,5
2,13,3
1,13,5
1,14,6
1,14,4
2,14,7
2,14,3
2,15,5
1,15,5
1,15,5
2,15,1
1,16,2
2,16,6
2,16,1
1,16,4
1,17,1
1,17,5
2,17,4
1,17,7
1,18,4
1,18,5
2,18,4
2,18,3
2,19,6
2,19,4
1,19,5
1,19,7
