dest,inb train,nb rc
2,0,4
1,0,6
2,0,6
2,0,4
2,1,1
1,1,7
1,1,5
1,1,3
2,2,2
1,2,1
1,2,5
2,2,5
1,3,2
1,3,6
1,3,1
1,3,4
1,4,2
1,4,5
2,4,1
2,4,7
1,5,1
1,5,3
1,5,7
1,5,3
2,6,1
1,6,2
1,6,2
2,6,5
2,7,2
1,7,5
2,7,7
2,7,6
1,8,4
2,8,2
1,8,6
1,8,6
2,9,2
1,9,2
2,9,6
2,9,1
1,10,3
2,10,3
1,10,7
1,10,7
2,11,2
2,11,4
2,11,6
2,11,4
1,12,2
1,12,1
1,12,7
1,12,4
1,13,7
2,13,6
2,13,5
1,13,5
2,14,2
1,14,5
1,14,2
1,14,2
1,15,6
2,15,1
1,15,7
2,15,1
1,16,4
1,16,5
2,16,7
2,16,1
1,17,5
2,17,4
1,17,6
1,17,2
1,18,4
2,18,6
1,18,7
2,18,3
2,19,1
2,19,3
2,19,7
1,19,7
