dest,inb train,nb rc
2,0,5
1,0,7
2,0,1
1,0,1
2,1,3
2,1,1
2,1,4
2,1,7
2,2,2
2,2,3
1,2,4
2,2,3
1,3,3
1,3,4
1,3,6
1,3,4
2,4,2
1,4,4
1,4,5
1,4,7
2,5,2
1,5,1
1,5,2
1,5,7
1,6,7
2,6,4
2,6,7
1,6,6
2,7,2
2,7,2
1,7,2
2,7,5
1,8,7
2,8,5
1,8,5
1,8,6
1,9,6
1,9,4
2,9,4
1,9,2
2,10,6
1,10,7
2,10,6
1,10,1
1,11,5
2,11,4
2,11,1
2,11,5
1,12,2
2,12,3
2,12,6
2,12,4
2,13,4
2,13,5
1,13,6
1,13,2
2,14,7
2,14,4
2,14,3
1,14,7
2,15,2
1,15,6
1,15,1
2,15,3
2,16,1
1,16,2
1,16,6
1,16,4
1,17,7
2,17,2
1,17,5
1,17,4
1,18,6
2,18,1
1,18,3
2,18,6
2,19,2
1,19,1
1,19,6
2,19,1
