dest,inb train,nb rc
2,0,3
4,0,4
1,0,3
2,0,7
1,1,1
3,1,1
3,1,2
5,1,3
2,2,6
2,2,5
2,2,2
4,2,5
1,3,7
3,3,1
4,3,4
1,3,4
1,4,3
3,4,3
5,4,3
4,4,4
4,5,3
4,5,7
5,5,1
4,5,2
5,6,7
1,6,1
2,6,1
3,6,5
5,7,6
5,7,4
3,7,6
4,7,3
2,8,3
3,8,7
2,8,7
3,8,6
2,9,3
5,9,2
2,9,3
2,9,3
1,10,1
3,10,7
2,10,2
5,10,5
3,11,3
3,11,5
5,11,7
4,11,5
2,12,6
3,12,7
3,12,6
4,12,4
2,13,6
2,13,5
2,13,3
1,13,1
5,14,6
2,14,6
2,14,4
2,14,7
1,15,7
1,15,3
2,15,3
4,15,6
1,16,7
4,16,3
3,16,6
1,16,7
1,17,4
1,17,1
3,17,3
4,17,3
1,18,6
4,18,4
4,18,5
3,18,6
2,19,1
1,19,5
1,19,4
5,19,5
