dest,inb train,nb rc
2,0,3
4,0,6
5,0,6
1,0,2
2,1,7
4,1,1
3,1,4
3,1,4
4,2,1
3,2,4
2,2,3
1,2,3
4,3,3
2,3,2
1,3,3
1,3,1
1,4,6
2,4,6
1,4,2
3,4,1
4,5,5
4,5,4
2,5,7
3,5,2
3,6,5
1,6,6
1,6,7
4,6,2
4,7,1
3,7,6
3,7,3
1,7,1
1,8,4
3,8,7
5,8,3
4,8,5
1,9,1
2,9,5
5,9,3
5,9,6
5,10,3
1,10,6
4,10,6
1,10,3
1,11,5
4,11,6
2,11,2
3,11,3
4,12,6
5,12,6
5,12,1
3,12,7
5,13,5
5,13,1
4,13,7
2,13,1
1,14,7
1,14,4
3,14,6
4,14,3
4,15,3
5,15,1
4,15,7
4,15,7
2,16,4
5,16,7
3,16,7
3,16,4
1,17,7
2,17,2
1,17,1
5,17,5
2,18,2
4,18,7
1,18,1
5,18,4
4,19,2
2,19,5
4,19,4
5,19,3
