dest,inb train,nb rc
1,0,1
2,0,4
2,0,6
1,0,3
1,1,1
1,1,2
2,1,3
2,1,7
1,2,1
2,2,1
1,2,5
2,2,7
2,3,6
1,3,5
2,3,5
1,3,6
1,4,2
1,4,4
1,4,3
1,4,3
1,5,3
1,5,2
1,5,5
2,5,5
1,6,4
1,6,4
2,6,7
1,6,3
1,7,7
2,7,3
1,7,5
1,7,3
2,8,7
2,8,2
2,8,5
2,8,6
1,9,7
1,9,1
1,9,1
1,9,5
2,10,3
1,10,7
1,10,4
2,10,2
2,11,3
1,11,3
2,11,4
2,11,6
1,12,3
1,12,1
1,12,2
2,12,6
2,13,7
1,13,7
2,13,4
2,13,6
1,14,4
1,14,3
2,14,7
2,14,1
2,15,2
2,15,7
2,15,3
1,15,3
1,16,7
2,16,1
1,16,4
1,16,7
2,17,3
1,17,6
1,17,6
1,17,6
2,18,7
2,18,5
1,18,5
1,18,4
1,19,4
1,19,2
2,19,5
1,19,6
