dest,inb train,nb rc
1,0,4
1,0,7
1,0,1
2,0,4
2,1,2
2,1,3
1,1,4
2,1,4
2,2,6
2,2,7
2,2,2
1,2,1
1,3,2
2,3,7
2,3,1
1,3,4
2,4,5
1,4,1
1,4,5
2,4,4
2,5,1
2,5,6
2,5,5
1,5,1
2,6,5
1,6,2
1,6,3
2,6,7
2,7,7
1,7,2
2,7,7
1,7,1
2,8,1
1,8,3
2,8,1
2,8,5
1,9,4
2,9,5
2,9,6
1,9,2
1,10,6
1,10,6
2,10,3
2,10,6
1,11,3
2,11,7
1,11,7
1,11,4
1,12,2
2,12,6
1,12,6
2,12,4
2,13,6
2,13,4
1,13,6
1,13,3
1,14,6
1,14,3
1,14,5
1,14,6
2,15,1
1,15,6
2,15,4
1,15,1
1,16,4
1,16,3
1,16,7
2,16,6
1,17,4
1,17,4
1,17,1
2,17,3
1,18,4
2,18,2
1,18,7
1,18,1
1,19,1
1,19,4
1,19,2
2,19,6
