dest,inb train,nb rc
5,0,2
3,0,2
4,0,4
4,0,2
5,1,4
4,1,6
1,1,4
3,1,1
3,2,5
3,2,6
2,2,3
2,2,5
4,3,7
4,3,4
4,3,7
2,3,2
3,4,2
4,4,2
1,4,6
5,4,1
3,5,2
3,5,4
5,5,3
1,5,3
4,6,1
2,6,5
3,6,7
3,6,4
1,7,5
4,7,6
3,7,7
3,7,1
4,8,5
5,8,2
3,8,5
5,8,6
4,9,4
4,9,4
1,9,1
5,9,4
4,10,1
3,10,1
3,10,6
2,10,1
2,11,7
5,11,4
3,11,4
3,11,3
1,12,5
3,12,7
5,12,1
4,12,4
4,13,5
3,13,4
3,13,2
5,13,6
2,14,4
5,14,4
2,14,4
1,14,3
3,15,1
5,15,5
5,15,5
4,15,2
1,16,5
1,16,1
5,16,7
3,16,5
3,17,3
1,17,3
2,17,2
5,17,6
1,18,3
1,18,6
1,18,6
3,18,1
5,19,5
1,19,6
3,19,2
1,19,6
